СОРТ ПИВА,ПИВОВАРНЯ,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
В чем соль? Базилик,Gletcher Brewery (Глетчер),3.16,↑ +545,97
Сказочное Бали,Los Pivnos Brewery,3.16,↓ --1640,17
Posh Premium Black Cherry,Cider House (ТД Фонте),3.16,↑ +399,11
Сидрова Коза,Wolf's Brewery (Волковская Пивоварня),3.16,↑ +694,88
Stout Pastry Salty Caramel,LiS Brew,3.16,↓ --931,65
Yuzberg Weissbier (Юзберг Пшеничное),Suzdal Brewery (Суздальская Пивоварня),3.16,↓ --679,35
PINEAPPLE ALE,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.16,↑ +588,43
Chesters Original Apple Semi Dry Cider,Chester's,3.16,↓ --892,29
Česká Koruna,ТАРКОС (TARKOS),3.15,↓ --680,21
GIMME THE LOOT,Bakunin Brewing Co.,3.15,↓ --872,28
"IPA (aka Bengal, aka First IPA)",Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.15,↓ --659,48
MAD OCEAN,GUSI,3.15,–,20
Zhigulevskoe Unpasterized (Жигулевское непастеризованное),Hmeleff (Хмелефф),3.15,↓ --1478,5
Biscuit Stout,Salden's Brewery,3.15,↓ --807,5
Red Machine IPA,Knightberg,3.15,↓ --2052,5
GRAVITY,Wolf's Brewery (Волковская Пивоварня),3.15,↓ --780,5
Саянское,Альпина (Alpina),3.15,↑ +1872,5
Tripel,Trigger,3.15,↓ --724,5
ВАСЬКА ЧЁРНОЕ / VASKA BLACK,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.15,↑ +1282,5
Milkshake Mango#2,Konix Brewery,3.15,↑ +721,57
Унесенные витом (Gone With the Wit),4BREWERS,3.15,↓ --1496,36
Imagine the Future,Gorkovskaya Brewery (Горьковская пивоварня),3.15,↓ --480,12
Дак чо?!,Токсовская Сидрерия (On The Bones),3.15,↓ --1755,12
Pretty In Kink,Rock'n'Beer,3.14,↓ --2336,19
Posh Premium Sicilian Orange,Cider House (ТД Фонте),3.14,↑ +935,19
Obsession,Rewort Brewery,3.14,↓ --1111,45
Barium Baltic Porter,Nuclear Brewery,3.14,↑ +462,33
Hyperborea Cherry Edition,One Ton Brewery (Пивоварня Одна Тонна),3.14,↓ --1732,66
Brother Fox,ТАРКОС (TARKOS),3.14,↑ +461,68
WEIZENFELD WEISSBIER,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.14,↑ +607,21
Bananka,Ostrovica,3.14,↓ --1325,14
Kruger Barhatnoe (Крюгер Бархатное),Tomskoe Pivo (Томское Пиво),3.14,↑ +823,21
Шотландский Эль,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),3.14,↑ +811,7
Переговорщик,Alaska Brewery,3.14,↓ --694,46
Alabama,Wolf's Brewery (Волковская Пивоварня),3.14,↑ +523,57
Пятый Океан Чешский Лежак,Moscow Brewing Company (Московская Пивоваренная Компания),3.14,↑ +1416,9
Липа,RMBrew,3.14,↓ --960,18
Trekhgornoe Summer White Blonde (Трехгорное Летнее Белое Blonde),Moscow Brewing Company (Московская Пивоваренная Компания),3.14,↓ --1869,29
КОЛХОЗНЫЙ ЛАГЕР,Mookhomor Production,3.14,↓ --1138,20
Baltika #8 Wheat / Балтика #8 Пшеничное,Baltika Breweries (Балтика),3.14,↑ +662,102
Bowler Brilliant Ale,Gletcher Brewery (Глетчер),3.14,↑ +342,55
Крымский IPA,Пивоварня Якорь,3.14,↓ --1264,24
American Amber Lager,Gorkovskaya Brewery (Горьковская пивоварня),3.13,↓ --114,73
Berry Mary Lingonberry (Брусника),Jaws Brewery,3.13,↓ --667,103
Blanche Brewmen,Brewmen,3.13,↑ +15,15
Sangri-la,Red Button Brewery,3.13,–,23
Молния,Rocket City Brewery,3.13,↓ --1548,27
Hamovniki Venskoe (Хамовники Венское),Moscow Brewing Company (Московская Пивоваренная Компания),3.13,↑ +508,252
Глубина,Пивоварня Кожевниково (Kozhevnikovo Brewery),3.12,↓ --604,4
HopHead Double IPA Release 2020,Hophead Brewery,3.12,↑ +827,18
Raspberry Cider,Appleton Ciders,3.12,↓ --703,16
Premium Pilsner (Премиум Светлое),Schwarz Kaiser Brewery,3.12,↑ +551,14
Monday Breakfast Stout,4BREWERS,3.12,↓ --1245,4
Saison Raspberry Edition,Jaws Brewery,3.12,↓ --2528,6
Blanche De Croix,Gubaha Brewery (Губахинская Пивоварня),3.12,↓ --458,2
Царские Припасы Медовый,Фонтан / Кваспром,3.12,↓ --1357,2
DIPA,Частная Пивоварня ПетровичЪ,3.12,–,6
IPA,Trigger,3.12,↓ --426,2
Trekhgornoe Pryany Ale 2020 (Трехгорное Пряный Эль 2020),Moscow Brewing Company (Московская Пивоваренная Компания),3.12,↑ +439,4
Кабинетное Красное,ID Brewery,3.12,↓ --349,2
OverPeach,Paradox,3.12,↓ --2073,12
Cucumber × Lemon × Mint,Symbiotica by AF Brew × BSG,3.12,↓ --899,14
Zappa Juice,Victory Art Brew,3.12,↑ +537,4
Braus (Браус) Премиум лагер,Lakinsky Pivzavod (Лакинский Пивзавод),3.12,↑ +578,2
Пшеничное мягкое,Bryanskpivo (Брянскпиво),3.12,↓ --271,4
Harvest Brew,Wooden Beard Brewery,3.12,↑ +578,2
Teлоportation BA V.1,Pivot Point,3.12,↑ +1164,8
Spring Tricks,Cheers Brewery,3.12,↓ --184,2
Белое,Пинта,3.12,↓ --134,4
#1 Multigrain Tripel,Craab,3.12,–,2
Beauty & Health: Airelles & Groseilles,DIETA / ДИЕТА,3.12,–,4
APA Cascade Citra Amarilli,The Ded & Paddle (Дед с веслом),3.12,–,2
Доппельбок,Ravencraft,3.12,↓ --2032,4
Friday Avenue American Lager,Gletcher Brewery (Глетчер),3.12,↓ --811,14
Bavaria Belgian (Бавария Бельгийское),Pivovarenny Dom Bavaria (Пивоваренный Дом Бавария),3.12,↑ +1811,4
Conversation Juice,Stamm Brewing,3.12,↓ --3039,6
Sedoy Ural (Седой Урал),Heineken Brewery (Объединенные Пивоварни Хейнекен),3.12,↑ +1014,2
Классическое,Альпина (Alpina),3.12,↑ +1638,2
Lime Mood,Rewort Brewery,3.12,↓ --1213,2
Интрига BA Rioja,Brew Fiction,3.12,↓ --2016,4
Оно,Victory Art Brew,3.12,↓ --938,16
Предвкушение (2019 Year Ed.),Big Village Brewery,3.12,↓ --2278,8
HYPNOTIZE,Bakunin Brewing Co.,3.12,↓ --882,6
Иван Кваснин Традиционный,Lipetskpivo (Липецкпиво),3.12,↑ +1029,2
Kvass Okroshechny (Квас Окрошечный),Buket Chuvashii (Букет Чувашии),3.12,↑ +1690,2
Sochinski Standard Unfiltered (Сочинский Стандарт Ячменное Светлое Нефильтрованное),Дагомысская крафтовая пивоварня,3.12,–,4
Вишневый эль,Частная Пивоварня ПетровичЪ,3.12,↓ --1468,2
Ирландский стаут,Дагомысская крафтовая пивоварня,3.12,↓ --1986,6
Буй American Amber Ale,Пивоварня Якорь,3.12,–,2
Polyarny Belyi (Полярный Белый),AB InBev Efes,3.12,↑ +1720,6
Strawbeery Juice,Victory Art Brew,3.12,↑ +788,47
Боулер IPA,Gletcher Brewery (Глетчер),3.12,↑ +386,43
Антитела / Antibodies,Alaska Brewery,3.12,↓ --858,40
Monoplay Amarillo,Stamm Brewing,3.12,↓ --2723,17
ABV Not IBU: Amarillo,AF Brew,3.12,↓ --843,32
Baltika #6 Porter / Балтика #6 Портер,Baltika Breweries (Балтика),3.12,↑ +267,231
СИДР / CIDER ,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.12,↓ --818,43
Жигулевское 1950,ТАРКОС (TARKOS),3.12,↑ +1209,28
Hopster,Hops Farm Brewery,3.12,↓ --153,13
Cherry Ale,Salden's Brewery,3.11,↑ +316,24
1984,Alaska Brewery,3.11,↓ --769,33
НаПолШишечки,LaBEERint Brewery,3.11,↑ +299,40
Liquid Bakery: Strawberry Cream Cake,DIETA / ДИЕТА,3.11,↓ --3411,9
#1704,Solbirs Brewery,3.11,↑ +1054,9
Varka Hopped Lager,New Riga's Brewery,3.11,↓ --966,45
Telmann Hefeweizen,Telmann,3.11,↓ --1996,9
DOUBLE IPA,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.11,↓ --761,30
Muddy Rain,Paradox,3.11,↓ --1439,44
Juicy APA,Great River,3.11,↓ --632,7
Natrium Gose,Nuclear Brewery,3.11,↓ --1796,7
Квадратура цвета,Крафт Лаборатория,3.11,↓ --1110,7
Sweet Dreams,ColdRiver,3.11,↓ --263,7
Kristallweizen (Crystal Moon),Дагомысская крафтовая пивоварня,3.11,↑ +370,7
Малиновый Ламбик,Medovarus,3.11,↓ --47,14
Pigs Might Fly,LiS Brew,3.11,↑ +393,19
Fake Mocktail Part 1 of 2: Strawberry,AF Brew,3.1,↑ +310,204
Мистер Лис,Heineken Brewery (Объединенные Пивоварни Хейнекен),3.1,↑ +741,56
Sweet Cola Stout,Salden's Brewery,3.1,–,67
Belgian Dark №1 (Белджин Дарк №1),Vodolaz Brewery,3.1,↓ --3312,5
Буран Ginger Edition,Rocket City Brewery,3.1,↑ +1579,5
Bohemian Lager,Дагомысская крафтовая пивоварня,3.1,↓ --44,5
Sunlight - Dry Hopped Lager,True House,3.1,↓ --5,10
Fine Line,Bakunin Brewing Co.,3.1,↑ +832,5
Волжская Пивоварня Бархатное,Zavod Trehsosensky (Завод Трехсосенский),3.1,↓ --1420,5
Chesters Original Apple Sweet Cider,Chester's,3.1,↓ --771,25
СОЛЯРИС,Alaska Brewery,3.1,↑ +749,39
Helles (Хеллес),One Ton Brewery (Пивоварня Одна Тонна),3.1,↓ --1441,13
Hamovniki Bavarskoe Pshenichnoe (Хамовники Баварское Пшеничное),Moscow Brewing Company (Московская Пивоваренная Компания),3.1,↑ +334,157
Bazar Clan,Red Button Brewery,3.1,–,21
Nelson M.,Rewort Brewery,3.09,↓ --1034,16
Head In the Clouds,Rewort Brewery,3.09,↑ +563,8
Спутник-1,Rocket City Brewery,3.09,↓ --2562,8
MIDNIGHT SLOW,Bakunin Brewing Co.,3.09,↓ --1499,8
Волчок,Wolf's Brewery (Волковская Пивоварня),3.09,↑ +553,172
Золотое,Пинта,3.09,↓ --675,11
Mandarina Bavaria Pale Ale,Crazy Brew,3.09,↑ +282,33
Мишенька под Вишенкой,Wolf's Brewery (Волковская Пивоварня),3.09,↑ +770,33
Квас Варница,Varnitsa (Варница),3.09,↑ +839,11
ТВЭЛ 2,LaBEERint Brewery,3.09,↓ --892,14
St. Anton Semi-Sweet Pear Cider (Грушевый Полусладкий),Yablochny Spas (Яблочный Спас),3.09,↓ --940,28
Marochnoe Pshenichnoe (Марочное Пшеничное),Afanasy (Афанасий),3.09,↓ --1406,14
HOP WEISS,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.09,↓ --120,14
Cheshskoe Barnoe (Чешское Барное),Zavod Trehsosensky (Завод Трехсосенский),3.09,↑ +1187,17
5th Anniversary NE IPA (Mosaic + Centennial),Jonathan Brewpub,3.09,–,29
Furry Fruit,Pivzavod77 Brewery & Pub,3.08,↓ --2221,3
Елаха Крепкая,Бородино / ПК Возрождение,3.08,↓ --1418,3
Kelvish Apple-Blackcurrant,Мастер-Продукт-Алтай (Master-Product-Altay),3.08,↓ --985,9
Positive Vibrations,Velka Morava,3.08,–,3
Dog Town,Sabotage,3.08,↓ --3153,3
CHARISMA Raspberry,Brewmen,3.08,↓ --978,54
Borsch Gose,Knightberg,3.08,↑ +1537,3
Gellert Premium Draft,Gellert & Wild Goat,3.08,↑ +1593,3
5th Ocean Belgian Blonde (5-й Океан Бельгийский Блонд),Moscow Brewing Company (Московская Пивоваренная Компания),3.08,↑ +1182,9
Столбуха пряная,Lakinsky Pivzavod (Лакинский Пивзавод),3.08,↑ +974,9
BFS#6,Big Village Brewery,3.08,–,3
Мистер Лис Сочная Груша,Heineken Brewery (Объединенные Пивоварни Хейнекен),3.08,↑ +302,40
Лаборантка Хейзи,Крафт Лаборатория,3.08,↑ +294,28
Ochakovskiy Kvass (Очаковский Квас),Ochakovo (Очаково),3.08,↑ +799,54
T And U (Dominicana Cocoa And Madagascar Vanilla) WBA Brett Edition,Plan B Brewery,3.08,↓ --2961,13
Redneck Ale,AF Brew,3.08,↓ --2938,36
Hentai,AF Brew,3.08,↑ +459,33
Волнительный / Volnitelnyj,Brewlok Brewery,3.07,↑ +455,78
В чем соль? Бузина,Gletcher Brewery (Глетчер),3.07,↑ +916,62
St. Anton Semi-Sweet Apple Cider (Яблочный Полусладкий),Yablochny Spas (Яблочный Спас),3.07,↑ +516,45
Cheshskoe Originalnoe (Чешское Оригинальное),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),3.07,↑ +1329,7
Witbier,Ostrovica,3.07,↑ +213,21
THE WHITE H.O.U.S.E.,Crazy Brew,3.07,↓ --953,7
Luchador,Пиратская Пивоварня Йохохо,3.07,↑ +645,7
Вишневый эль,Zavod Trehsosensky (Завод Трехсосенский),3.07,↑ +217,32
(REMIX) Malibu ZEN,Jaws Brewery,3.07,↑ +567,328
Mary’s Breakfast,Konix Brewery,3.07,↓ --854,87
1883 Cidre Naturel,Bullevie,3.07,↓ --3213,22
Deja Vu,Schwarz Kaiser Brewery,3.07,↑ +223,11
APA,Trigger,3.07,↑ +664,11
Fake Mocktail Part 2 of 2: Rhubarb,AF Brew,3.07,↑ +272,205
Pryanik Stout (Пряничный Стаут),Salden's Brewery,3.07,↓ --832,15
LAGER BREWMEN,Brewmen,3.07,↑ +424,15
Hamovniki Cheshskoe (Хамовники Чешское),Moscow Brewing Company (Московская Пивоваренная Компания),3.07,↑ +331,83
Zhiguli IPA (Жигули IPA),Moscow Brewing Company (Московская Пивоваренная Компания),3.07,↑ +302,261
Черносмородиновый Ламбик,Medovarus,3.07,↑ +560,46
ZEST,Bakunin Brewing Co.,3.06,↓ --862,31
Два Гуся Пуаре ,Объединенные Пензенские Водочные Заводы,3.06,↑ +509,44
Коллекция Пивовара Русский Имперский Стаут (Russian Imperial Stout),Baltika Breweries (Балтика),3.06,↓ --571,64
Бойлерное,Stavropolsky Pivovarenny Zavod (Ставропольский Пивоваренный Завод),3.06,↑ +1451,4
Вкусвилл медовуха вишневая,Stary Zavod (Старый Завод),3.06,↓ --2464,4
Pivo Kolada,Seven Hills Brewing Co.,3.06,↓ --189,20
Курская Дуга,Black Head Brew,3.06,↓ --187,4
Sibirskaya Korona Beloe (Сибирская Корона Белое),AB InBev Efes,3.06,↑ +1573,4
White Rabbit,ТАРКОС (TARKOS),3.06,↑ +493,109
Mistake!,RMBrew,3.06,↓ --1157,17
Red River,Stamm Brewing,3.06,↑ +184,31
LEVEL COMPLETE MUSHROOM GOSE,LiS Brew,3.05,↑ +525,28
Fluffy Smoosh:Cherry & Raspberry,Black Cat Brewery,3.05,–,19
Black Illusion,Konix Brewery,3.05,↓ --1542,29
Hakosuka (Хакосука),LaBEERint Brewery,3.05,↓ --940,63
ВЕГА Сацебели,Rocket City Brewery,3.05,↑ +317,44
Carnival of Fear,LiS Brew,3.05,↑ +432,5
Медный всадник,Пинта,3.05,↓ --575,5
Халзан Крепкое,Ochakovo (Очаково),3.05,↑ +1187,10
Red Mars,ЛЭП (Лаборатория Экспериментального Пивоварения),3.05,↑ +726,5
Dublin,MainStream Brewery,3.05,↑ +730,5
The Alien Sunrise,Hops Farm Brewery,3.05,↓ --3158,5
Baltika #6 Porter (2020),Baltika Breweries (Балтика),3.05,↓ --1181,5
Кружечка Чешского Бок,Moscow Brewing Company (Московская Пивоваренная Компания),3.05,↑ +976,5
BOTANICA 56,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.05,↑ +328,21
Sour Ale Tangerine,Salden's Brewery,3.05,↑ +571,133
Космические пираты,Пиратская Пивоварня Йохохо,3.05,↑ +1066,11
APA Azacca & Pekko,Wolf's Brewery (Волковская Пивоварня),3.05,↑ +310,44
Чудь / Chud,Brewlok Brewery,3.04,↑ +1005,62
T.R.U.M.P. Pale Ale,Crazy Brew,3.04,↑ +224,23
Yarpivo Krepkoe (Ярпиво Крепкое),Baltika Breweries (Балтика),3.04,↑ +1889,6
Bungee,Konix Brewery,3.04,↑ +157,24
Retro Car,Дагомысская крафтовая пивоварня,3.04,↑ +445,6
Пенный Бархат (Penny Barhat),Buket Chuvashii (Букет Чувашии),3.04,↑ +1712,6
Хворобей,ТАРКОС (TARKOS),3.04,↑ +144,115
Tomato Gose,Victory Art Brew,3.04,↑ +633,49
Ожидание,Big Village Brewery,3.04,↓ --185,43
Hamovniki Munhenskoye (Хамовники Мюнхенское),Moscow Brewing Company (Московская Пивоваренная Компания),3.04,↑ +310,63
Грибник (Mushroom Soup),Hophead Brewery,3.04,↓ --852,13
Zhigulevskoe (Жигулевское),Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),3.04,↑ +770,7
Буй Belgian Style Tripel,Пивоварня Якорь,3.04,↓ --1451,7
Апельсинка,Custom Brewery,3.04,↓ --2960,14
Marochnoe Bezalkogolnoe (Марочное Безалкогольное),Afanasy (Афанасий),3.04,↑ +364,7
ДостоЭЛЬский,AB InBev Efes,3.03,↑ +477,43
Chocolacta,Victory Art Brew,3.03,↑ +244,22
Blue Brett Berry,Jaws Brewery,3.03,↓ --1350,38
Double Chocolate Stout,Salden's Brewery,3.03,↓ --1722,23
Belgian Wheat Ale (Бельгийский Пшеничный Эль),Bulgarpivo (Булгарпиво),3.03,↓ --565,8
FRAMBOISE ALE /МАЛИНОВЫЙ ЭЛЬ,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.03,↑ +256,32
Hoppy Bitch,Courage Brewery,3.03,↓ --979,8
Citraman,Courage Brewery,3.03,↓ --30,8
Playa Unana,Крафт Лаборатория,3.03,↓ --1535,17
Hard Seltzer Pina Colada,Salden's Brewery,3.03,–,43
Vincent Van Coc,Konix Brewery,3.03,↑ +154,46
Zhiguli Barnoe (Жигули Барное),Moscow Brewing Company (Московская Пивоваренная Компания),3.03,↑ +370,383
Naicy Молочный Кокос,Лось и Кедр (Moose & Cedar),3.02,↓ --999,30
